"1","1","Does your organization have an organized system of identifying and managing accounts based upon type, group membership?","2021-11-08 22:54:31","2021-11-08 22:54:31","1"
"2","1","Are access rights and privileges mapped according to job specification and group membership?","2021-11-08 22:54:31","2021-11-08 22:54:31","1"
"3","1","Describe the request/approval process for establishing a new or escalating an existing account.","2021-11-08 22:54:31","2021-11-08 22:54:31","1"
"4","1","Does your organization allow the use of guest/anonymous accounts? If so, how is guest access managed and recorded?","2021-11-08 22:54:31","2021-11-08 22:54:31","1"
"5","1","Describe the procedure for account deactivation upon employee termination. This includes the complete communication chain from human resources to the information technology employee responsible for account maintenance.","2021-11-08 22:54:31","2021-11-08 22:54:31","1"
"6","1","How often are accounts audited and aged?","2021-11-08 22:54:31","2021-11-08 22:54:31","1"
"7","1","Does your organization use multi-factor authentication for account access?","2021-11-08 22:54:31","2021-11-08 22:54:31","1"
"8","1","Who is responsible for managing/maintaining the past and current identifications used in the authentication system?","2021-11-08 22:54:31","2021-11-08 22:54:31","1"
"9","1","Do you have access agreements (formal or informal) with third parties to access your systems? How often are these agreements reviewed and updated?","2021-11-08 22:54:31","2021-11-08 22:54:31","2"
"10","1","Does your organization have a single sign-on authentication system? If so, what?","2021-11-08 22:54:31","2021-11-08 22:54:31","2"
"11","1","Does your organization have systems attached to the network, which use a different authentication system other than the organizations centralized system?","2021-11-08 22:54:31","2021-11-08 22:54:31","2"
"12","1","Does your organization have remote access to the control network? What policies and procedures are in place regarding the identification/authentication/authorization and monitoring of such access? How are these events audited?","2021-11-08 22:54:31","2021-11-08 22:54:31","2"
"13","1","Does your organization have specific policies and procedures in regards to the procurement and use of cloud-based external system services?","2021-11-08 22:54:31","2021-11-08 22:54:31","2"
"14","1","Do you have a log management plan and system?","2021-11-08 22:54:31","2021-11-08 22:54:31","3"
"15","1","Describe the process and frequency at which log files are audited and reported.","2021-11-08 22:54:31","2021-11-08 22:54:31","3"
"16","1","Who is responsible for the auditing and accountability process? To whom are the reports on auditable events submitted? Are these reports coordinated with any other organizational events?","2021-11-08 22:54:31","2021-11-08 22:54:31","3"
"17","1","Does your organization implement a communications monitoring system at key internal boundaries within the network?","2021-11-08 22:54:31","2021-11-08 22:54:31","4"
"18","1","Describe the use of cryptographic keys and their management within your organization.","2021-11-08 22:54:31","2021-11-08 22:54:31","4"
"19","1","Describe the use of encryption and its management within your organization?","2021-11-08 22:54:31","2021-11-08 22:54:31","4"
"20","1","Does your organization have a systematic plan and process for baseline configuration management? How are systems developed, documented, and maintained? This should include a discussion of firmware and software patch management?","2021-11-08 22:54:31","2021-11-08 22:54:31","5"
"21","1","Describe your current change management process.","2021-11-08 22:54:31","2021-11-08 22:54:31","5"
"22","1","How is the configuration/change management process audited?","2021-11-08 22:54:31","2021-11-08 22:54:31","5"
"23","1","Is there an inventory of all systems and critical components available for review? Who is responsible for maintaining this inventory?","2021-11-08 22:54:31","2021-11-08 22:54:31","5"
"24","1","Does each system have a “factory default” configuration that meets operational and security policies of the organization?","2021-11-08 22:54:31","2021-11-08 22:54:31","5"
"25","1","Does your organization have a written Continuity of Operations Plan? Who is responsible for the creation/maintenance of this plan?","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"26","1","Who is responsible for the auditing of the Continuity of Operations Plan?","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"27","1","How often is the Continuity of Operations Plan reviewed and updated?","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"28","1","Describe the professional development exercises used to keep all key personnel trained in the procedures of the Continuity of Operations Plan.","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"29","1","Does your organization have a written Disaster Recovery plan? Who is responsible for the creation/maintenance of this plan?","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"30","1","Who is responsible for the auditing of the Disaster Recovery Plan?","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"31","1","How often is the Disaster Recovery Plan reviewed and updated?","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"32","1","Describe the professional development exercise used to keep all key personnel trained in the procedures of the Disaster Recovery Plan.","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"33","1","Describe the system backup plans for key systems within the organization.","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"34","1","Does the organization have a policy and set of procedures that dictate the process and granularity of the backups?","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"35","1","How is the backup process audited and at what frequency is it audited?","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"36","1","Describe the procedures and processes that safeguard the confidentiality and integrity of the backup media in transit and at the storage location.","2021-11-08 22:54:31","2021-11-08 22:54:31","6"
"37","1","Does your organization have an Incident Response Program?","2021-11-08 22:54:31","2021-11-08 22:54:31","7"
"38","1","Describe the professional development exercises conducted to assure that key personnel understands how to properly use the system.","2021-11-08 22:54:31","2021-11-08 22:54:31","7"
"39","1","How is the information captured in the Incident Response Program used to improve the overall business process?","2021-11-08 22:54:31","2021-11-08 22:54:31","7"
"40","1","How is use of the Incident Response Program audited for proper application?","2021-11-08 22:54:31","2021-11-08 22:54:31","7"
"41","1","Does the organization have a centralized security monitoring and mitigation system to address inappropriate use of the infrastructure?","2021-11-08 22:54:31","2021-11-08 22:54:31","8"
"42","1","Describe the centralized resources that address viruses, malware, intrusion detection, and instruction prevention.","2021-11-08 22:54:31","2021-11-08 22:54:31","8"
"43","1","How are these systems and with what frequency are these systems updated?","2021-11-08 22:54:31","2021-11-08 22:54:31","8"
"44","1","Describe the involvement of human resources and legal counsel with regard to system monitoring activities?","2021-11-08 22:54:31","2021-11-08 22:54:31","8"
"45","1","Does your organization use any penetration testing services, internal or external, and tools for proactive security?","2021-11-08 22:54:31","2021-11-08 22:54:31","8"
"46","1","Who is responsible for information security in your organization?","2021-11-08 22:54:31","2021-11-08 22:54:31","9"
"47","1","Does your organization employ security professionals/SMEs directly? If so, how many? What certifications do they hold?","2021-11-08 22:54:31","2021-11-08 22:54:31","9"
"48","1","How often do personnel responsible for information security participate in professional development exercises?","2021-11-08 22:54:31","2021-11-08 22:54:31","9"
"49","1","Describe any human resource screening processes, which are used to determine personnel acceptability for system resource privilege.","2021-11-08 22:54:31","2021-11-08 22:54:31","9"
"50","1","Describe the physical access control program protecting key areas of your facility. Who is responsible for this program?","2021-11-08 22:54:31","2021-11-08 22:54:31","10"
"51","1","How frequently are physical access controls and corresponding logs audited? Who is responsible for these audits?","2021-11-08 22:54:31","2021-11-08 22:54:31","10"
"52","1","Are physical security events and audit findings coordinated with your incident response team?","2021-11-08 22:54:31","2021-11-08 22:54:31","10"
"53","1","Aside from the Continuity of Operations Plan and Disaster Recovery Plan, does your organization have independent Risk Management and Security Plans?","2021-11-08 22:54:31","2021-11-08 22:54:31","11"
"54","1","Who is responsible for the creation/maintenance of these plans?","2021-11-08 22:54:31","2021-11-08 22:54:31","11"
"55","1","Who is responsible for the auditing and reporting of these plans?","2021-11-08 22:54:31","2021-11-08 22:54:31","11"
"56","1","Does your organization have a procedure for assuring that all procurements and RFPs include information security baseline requirements?","2021-11-08 22:54:31","2021-11-08 22:54:31","11"
"57","1","How often are your IT policies comprehensively reviewed?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"58","1","Do you have a subset of policies that are security specific?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"59","1","How often do you conduct professional development exercises for employees to increase familiarity with these policies?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"60","1","Does your organization have an Acceptable/Responsible Use policy? Is each member of the organization required to sign a document stating that they have read and understand the policy? Can these documents be located within a reasonable amount of time?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"61","1","Does your organization have policies and procedures specifically addressing the generation and use of passwords? Is a complexity standard specified?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"62","1","Does your organization have a system Change Management Policy?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"63","1","Does your organization have a Security Awareness and Training Policy?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"64","1","Does your organization have an Information and Document Management Policy?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"65","1","Does your organization have a portable media / mobile device policy?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"66","1","Does your organization have a policy specifically addressing wireless network access (internal and guest access)?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
"67","1","Does each IT/Security policy have a corresponding set of procedures?","2021-11-08 22:54:31","2021-11-08 22:54:31","12"
